No.,Zona,Kode Kabupaten / Kota,Kabupaten / Kota,Jenis Tes,POI,Kecamatan,Desa,Lokasi Pengukuran,Event,Kecamatan > 1 (Ya/Tidak),Tanggal Pengukuran,Operator,FTP DL Attempts,FTP DL Success Attempts,FTP DL Success (%),Average FTP DL (Mbps),Median FTP DL (Mbps),Max FTP DL (Mbps),Min FTP DL (Mbps),Rank Average DL Speed (Mbps),Rank Median DL Speed (Mbps),FTP UL Attempts,FTP UL Success Attempts,FTP UL Success (%),Average FTP UL Speed (Mbps),Median FTP UL Speed (Mbps),Max FTP UL Speed (Mbps),Min FTP UL Speed (Mbps),Rank Average UL Speed (Mbps),Rank Median UL Speed (Mbps),Browsing Attemps,Browsing Success Attemps,Browsing Success (%),Average Browsing Speed (Mbps),Max Browsing Speed (Mbps),Min Browsing Speed (Mbps),Rank Browsing Speed (Mbps),Capacity DL Attempts,Capacity DL Success Attempts, Capacity Test DL Success (%),Average Capacity Test DL (Mbps),Median Capacity Test DL  (Mbps),Max Capacity Test DL  (Mbps),Min Capacity Test DL  (Mbps),Rank Average DL (Mbps),Rank Median DL (Mbps),Capacity UL Attempts,Capacity UL Success Attempts, Capacity Test UL Success (%),Average Capacity Test UL (Mbps),Median Capacity Test UL  (Mbps),Max Capacity Test UL  (Mbps),Min Capacity Test UL  (Mbps),Rank Average UL (Mbps),Rank Median UL (Mbps),Speed Test Attemps,Speed Test Success Attemps,Speed Test DL Success (%),Average Speed Test DL Speed (Mbps),Median Speed Test DL (Mbps),Max Speed Test DL (Mbps),Min Speed Test DL (Mbps),Speed Test UL Success (%),Average Speed Test UL Speed (Mbps),Median Speed Test UL (Mbps),Max Speed Test UL (Mbps),Min Speed Test UL (Mbps),Rank Average DL Speed (Mbps)2,Rank Average UL Speed (Mbps)3,Rank Median DL Speed (Mbps)4,Rank Median UL Speed (Mbps)5,Ping Attemps,Ping Success Attemps,Ping Success (%),Packet Loss (%),Average RTT Latency (ms),Persentase RTT Latency <= 250ms,Video Attempts,Video Success Attempts,Youtube SR (%),Average TTFP (s),Average TTFP > 10 Second (%),Average Visual Quality,Freezing (%),Average Jerkiness,Quality 144p (%),Quality 240p (%),Quality 360p (%),Quality 480p (%),Quality 720p (%),Quality 1080p / HD (%),Quality 1440p / 2K (%),WA Call Attempts,WA Call Blocked,WA Call Dropped,WA Call Success (%),WA Call Blocked (%),WA Call Dropped (%),WA Call Average MOS,WA Call MOS >= 3 (%),WA Call MOS <= 3 (%),WA Call Average CST,WA Call CST < 13 Sec (%),WA Message Send Attemp,WA Message Send Failed,WA Message Send Success (%),WA Message Average Duration Send (s),SMS Send (Onnet),SMS Receive < 1 Minutes (Onnet),SMS Receive< 1 Minutes (Onnet) (%),SMS Send (Offnet),SMS Receive < 1 Minutes (Offnet),SMS Receive (%) < 1 Minutes (Offnet),Call Attempts (Onnet),Blocked Call (Onnet),Dropped Call (Onnet),Success Call (%) (Onnet),Blocked Call (%) (Onnet),Dropped Call (%) (Onnet),MOS Attempts (Onnet),MOS < 3 Attempts (Onnet),Average MOS (Onnet),MOS >= 3 (Onnet) (%) ,MOS < 3 (Onnet) (%),CST Attempts (Onnet),CST Attempts < 13 Sec (Onnet),Average CST (Onnet),CST < 13 Detik (%) (Onnet),Call Attempts (Offnet),Blocked Call (Offnet),Dropped Call (Offnet),Success Call (%) (Offnet),Blocked Call (%) (Offnet),Dropped Call (%) (Offnet),MOS Attempts (Offnet),MOS < 3 Attempts (Offnet),Average MOS (Offnet),MOS >= 3 (Onnet) (%) 6,MOS < 3 (Onnet) (%)7,CST Attempts (Offnet),CST Attempts < 13 Sec (Offnet),Average CST (Offnet),CST < 13 Detik (%) (Offnet),Call Attempts,Blocked Call,Dropped Call,Success Call (%),Blocked Call (%),Dropped Call (%),MOS Attempts,MOS < 3 Attempts,Average MOS,MOS >= 3 (Onnet) (%) 8,MOS < 3 (Onnet) (%)9,CST Attempts,CST Attempts < 13 Sec,Average CST,CST < 13 Detik (%),Average SS-RSRP (Signal Strenght 5G),Category (Signal Strenght 5G),Average SS-SINR (Signal Qualty 5G),Category (Signal Qualty 5G),Average RSRP (Signal Strenght 4G),Category (Signal Strenght 4G),Average RSRQ (Signal Qualty 4G),Category (Signal Qualty 4G),Average SINR (Signal Qualty 4G),Category (Signal Qualty 4G)10,Average RSCP (Signal Strenght 3G),Category (Signal Strenght 3G),Average ECIO (Signal Quality 3G),Category (Signal Quality 3G),Average RX Level (Signal Strenght 2G),Category (Signal Strenght 2G),Average RX Qual (Signal Quality 2G),Category (Signal Quality 2G),Bad SS-RSRP Sample (5G),Total SS-RSRP Sample (5G),Bad SS-RSRP (%) (5G),Bad SS-SINR Sample (5G),Total SS-SINR Sample (5G),Bad SS-SINR (%) (5G),Bad RSRP Sample (4G),Total RSRP Sample (4G),Bad RSRP (%) (4G),Bad RSRQ Sample (4G),Total RSRQ Sample (4G),Bad RSRQ (%) (4G),Bad SINR Sample (4G),Total SINR Sample (4G),Bad SINR (%) (4G),Bad RSCP Sample (3G),Total RSCP Sample (3G),Bad RSCP (%) (3G),Bad EcIo Sample (3G),Total EcIo Sample (3G),Bad EcIo (%) (3G),Bad RxLev Sample (2G),Total RxLev Sample (2G),Bad RxLev (%) (2G),Bad RxQual Sample (2G),Total RxQual Sample (2G),Bad RxQual (%) (2G),No. data,Average FTP DL (Mbps) (2G),Average FTP UL (Mbps) (2G),Average Capacity DL (Mbps) (2G),Average Capacity UL (Mbps) (2G),Average Speed Test DL (Mbps) (2G),Average Speed Test UL (Mbps) (2G),"Average PING Latency/RTT
(ms) (2G)",Average FTP DL (Mbps) (3G),Average FTP UL (Mbps) (3G),Average Capacity DL (Mbps) (3G),Average Capacity UL (Mbps) (3G),Average Speed Test DL (Mbps) (3G),Average Speed Test UL (Mbps) (3G),"Average PING Latency/RTT
(ms) (3G)",Average FTP DL (Mbps) (4G),Average FTP UL (Mbps) (4G),Average Capacity DL (Mbps) (4G),Average Capacity UL (Mbps) (4G),Average Speed Test DL (Mbps) (4G),Average Speed Test UL (Mbps) (4G),"Average PING Latency/RTT
(ms) (4G)",Average FTP DL (Mbps) (5G),Average FTP UL (Mbps) (5G),Average Capacity DL (Mbps) (5G),Average Capacity UL (Mbps)(5G),Average Speed Test DL (Mbps) (5G),Average Speed Test UL (Mbps) (5G),"Average PING Latency/RTT
(ms) (5G)",Lat,Long
80,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 0810 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Telkomsel,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3,3,100.00,63.23,62.20,70.10,57.40,100.00,31.03,28.60,39.20,25.30,3,2,3,2,3,3,100.00,0.00,63.67,100.00,3,3,100.00,1.02,0.00,4.21,0.00,0.37,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-83.85,Baik Sekali,-7.97,Baik Sekali,20.02,Baik Sekali,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,44,2079,2.12,0,2079,0.00,0,2075,0.00,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,63.23,31.03,63.67,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076661,122.417452
81,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 0810 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,XL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,3,3,100.00,64.70,64.20,67.00,62.90,100.00,54.80,55.10,62.20,47.10,2,1,2,1,3,3,100.00,0.00,88.00,100.00,3,3,100.00,0.95,0.00,4.21,0.00,0.37,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-77.50,Baik Sekali,-4.88,Baik Sekali,17.09,Baik,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,1791,0.00,0,1791,0.00,3,1753,0.17,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,64.70,54.80,88.00,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076661,122.417452
82,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1012 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Indosat,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,16,100.00,166.38,168.00,178.00,152.00,100.00,37.40,37.30,42.90,29.40,1,3,1,3,15,15,100.00,0.00,77.40,100.00,15,15,100.00,1.09,0.00,4.29,0.00,0.31,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-75.81,Baik Sekali,-6.07,Baik Sekali,26.80,Baik Sekali,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,11154,0.00,0,11154,0.00,0,6582,0.00,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,165.60,37.13,77.40,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076629,122.417395
83,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1012 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Smartfren,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076629,122.417395
84,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1012 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Telkomsel,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,16,100.00,66.56,67.15,71.70,57.30,100.00,49.39,48.45,59.80,42.00,2,2,2,2,16,16,100.00,0.00,60.25,100.00,16,16,100.00,0.99,0.00,4.26,0.00,0.35,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-88.93,Baik Sekali,-7.92,Baik Sekali,18.39,Baik,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,15,9504,0.16,0,9504,0.00,1,9476,0.01,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,66.56,49.39,60.25,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076629,122.417395
85,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1012 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,XL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,14,87.50,63.04,63.25,72.40,56.40,87.50,70.42,72.15,80.90,51.90,3,1,3,1,16,15,93.75,6.25,92.93,93.75,16,15,93.75,0.92,0.00,4.27,0.00,0.32,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-74.94,Baik Sekali,-4.22,Baik Sekali,20.40,Baik Sekali,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,9169,0.00,0,9169,0.00,2,8575,0.02,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,55.16,61.62,87.13,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076629,122.417395
86,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1214 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Indosat,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,14,87.50,167.43,165.00,182.00,157.00,87.50,30.86,32.15,36.50,22.30,1,3,1,3,16,16,100.00,0.00,79.56,100.00,16,14,87.50,1.11,0.00,4.23,0.00,0.36,0.00,0.00,0.00,0.00,7.14,92.86,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-79.53,Baik Sekali,-6.21,Baik Sekali,23.87,Baik Sekali,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,11316,0.00,0,11316,0.00,0,7637,0.00,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,145.60,26.65,79.56,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076698,122.417522
87,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1214 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Smartfren,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076698,122.417522
88,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1214 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,Telkomsel,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,16,100.00,69.04,70.30,73.00,61.30,100.00,47.18,49.35,52.40,35.80,2,2,2,2,16,16,100.00,0.00,61.31,100.00,16,16,100.00,0.98,0.00,4.23,0.00,0.34,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-87.09,Baik Sekali,-7.84,Baik Sekali,19.81,Baik,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,9532,0.00,0,9532,0.00,1,9481,0.01,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,69.04,47.18,61.31,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076698,122.417522
89,Sulawesi Tenggara,7405,Konawe Selatan,ST,ST Bandara Haluoleo 1214 Kab. Konawe Selatan,-,-,ST Bandara Haluoleo,Nataru,-,23-Dec-2025,XL,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,16,16,100.00,54.09,57.35,66.50,14.20,100.00,49.91,49.60,79.10,31.90,3,1,3,1,16,16,100.00,0.00,116.19,100.00,16,16,100.00,1.28,0.00,4.21,0.64,0.99,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-76.71,Baik Sekali,-4.82,Baik Sekali,17.70,Baik,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,8902,0.00,0,8902,0.00,9,8070,0.11,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,54.09,49.91,116.19,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.076698,122.417522
90,Sulawesi Tenggara,7471,Kota Kendari,DT,DT 0810 Kota Kendari,-,-,DT Kota Kendari,Nataru,-,23-Dec-2025,Indosat,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,27,27,100.00,65.84,47.10,172.00,23.70,100.00,33.94,35.60,58.50,17.60,3,3,3,3,27,27,100.00,0.00,99.56,100.00,27,27,100.00,1.56,0.00,4.18,0.48,0.56,0.00,0.00,0.00,3.70,0.00,96.30,0.00,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,-83.64,Baik Sekali,-11.90,Baik,4.48,Kurang,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,84,4715,1.78,74,4715,1.57,3475,4693,74.05,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,67.09,35.05,99.56,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.029473,122.499274
91,Sulawesi Tenggara,7471,Kota Kendari,DT,DT 0810 Kota Kendari,-,-,DT Kota Kendari,Nataru,-,23-Dec-2025,Smartfren,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0,0,No Data,No Data,0,0,No Data,0,0,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,0,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,0,0,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,0.00,0.00,No Data,0.00,0.00,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,0,0,No Data,,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,-4.029473,122.499274
